# Ordem,Estado,Anos atividade,Região,Receitas,Ativos,Montante,BR,Prazo,# pmts pagas,Taxa ind.,Taxa med,# ofertas
0812,Regular,8,Estremadura e Ribatejo,"350,000-500,000","350,000-500,000",15000,B-,36,5.0,0.0731,0.0731,2302
0813,Regular,22,Minho e Douro Litoral,"100,000 - 350,000","<100,000",15000,B-,36,5.0,0.0731,0.0731,2783
0814,Regular,15,Beira Litoral,"100,000 - 350,000","100,000 - 350,000",14500,C+,48,5.0,0.0904,0.0904,2378
0815,Regular,2,Estremadura e Ribatejo,"<100,000","<100,000",7500,S,36,5.0,0.09,0.09,33
0816,Regular,5,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",25000,A,36,5.0,0.0431,0.0431,2886
0817,Pago,5,Alentejo,"100,000 - 350,000","100,000 - 350,000",7500,B-,3,3.0,0.0605,0.0605,71
0818,Regular,9,Beira Interior,"500,000-1,500,000","100,000 - 350,000",15000,C+,36,4.0,0.08560000000000001,0.08560000000000001,2520
0819,Regular,35,Algarve,"<100,000","100,000 - 350,000",15000,B-,36,4.0,0.0731,0.0731,2652
0820,Regular,8,Açores,"100,000 - 350,000","500,000-1,500,000",50000,B,48,4.0,0.0679,0.0679,3823
0821,Regular,3,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,C,36,4.0,0.0981,0.0981,2241
0822,Regular,12,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,B-,24,4.0,0.0708,0.0708,2376
0823,Regular,9,Lisboa,"<100,000","100,000 - 350,000",20000,B+,48,4.0,0.0592,0.0592,3340
0824,Regular,4,Lisboa,"100,000 - 350,000","<100,000",25000,C+,36,4.0,0.08560000000000001,0.08560000000000001,2249
0825,Regular,10,Estremadura e Ribatejo,"<100,000","<100,000",20000,B+,48,4.0,0.0579,0.0579,2353
0826,Regular,11,Estremadura e Ribatejo,"350,000-500,000","500,000-1,500,000",20000,B-,36,4.0,0.0731,0.0731,3681
0827,Regular,8,Minho e Douro Litoral,"100,000 - 350,000","<100,000",10000,C+,36,4.0,0.08560000000000001,0.08560000000000001,3068
0828,Regular,6,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",11000,B,24,4.0,0.060899999999999996,0.060899999999999996,2228
0829,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",8500,C,48,4.0,0.10289999999999999,0.10289999999999999,2097
0830,Regular,4,Minho e Douro Litoral,"<100,000","<100,000",10000,B-,36,4.0,0.0731,0.0731,2228
0831,Regular,11,Lisboa,"100,000 - 350,000","500,000-1,500,000",30000,B-,36,4.0,0.0748,0.0748,2897
0832,Regular,11,Madeira,"100,000 - 350,000","100,000 - 350,000",30000,B+,36,4.0,0.053099999999999994,0.053099999999999994,3113
0833,Regular,24,Estremadura e Ribatejo,"500,000-1,500,000","500,000-1,500,000",22000,B,24,4.0,0.060899999999999996,0.060899999999999996,3065
0834,Regular,25,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,B,36,4.0,0.06309999999999999,0.06309999999999999,2259
0835,Regular,11,Minho e Douro Litoral,"500,000-1,500,000","350,000-500,000",15000,B-,36,4.0,0.0731,0.0731,2725
0836,Regular,4,Estremadura e Ribatejo,"<100,000","<100,000",10000,B-,36,4.0,0.0731,0.0731,3211
0837,Regular,79,Lisboa,"500,000-1,500,000","500,000-1,500,000",60000,B+,36,4.0,0.053099999999999994,0.053099999999999994,2706
0838,Regular,13,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",50000,A,48,4.0,0.0479,0.0479,2602
0839,Regular,3,Estremadura e Ribatejo,"<100,000","<100,000",10000,B,36,4.0,0.06309999999999999,0.06309999999999999,3165
0840,Regular,5,Lisboa,"350,000-500,000","100,000 - 350,000",10000,B-,36,4.0,0.0731,0.0731,2585
0841,Regular,7,Algarve,"100,000 - 350,000","<100,000",25000,A,48,4.0,0.0479,0.0479,2881
0842,Regular,13,Lisboa,"500,000-1,500,000","350,000-500,000",15000,C+,36,4.0,0.08560000000000001,0.08560000000000001,3633
0843,Regular,8,Minho e Douro Litoral,"350,000-500,000","100,000 - 350,000",20000,C+,36,4.0,0.08560000000000001,0.08560000000000001,2632
0844,Regular,6,Lisboa,"<100,000","<100,000",30000,B+,60,4.0,0.06280000000000001,0.06280000000000001,2861
0845,Regular,4,Estremadura e Ribatejo,"<100,000","<100,000",15000,B-,48,4.0,0.0779,0.0779,2094
0846,Regular,3,Minho e Douro Litoral,"100,000 - 350,000","<100,000",15000,B,36,4.0,0.06309999999999999,0.06309999999999999,2451
0847,Regular,4,Trás os Montes e Alto Douro,"<100,000","<100,000",10000,B-,36,4.0,0.0731,0.0731,2581
0848,Regular,2,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",15000,S,24,4.0,0.08,0.08,2355
0849,Regular,12,Estremadura e Ribatejo,"<100,000","<100,000",10000,B,24,4.0,0.060899999999999996,0.060899999999999996,2547
0850,Regular,8,Lisboa,"100,000 - 350,000","<100,000",20000,C+,36,4.0,0.08560000000000001,0.08560000000000001,2879
0851,Regular,22,Lisboa,"100,000 - 350,000","500,000-1,500,000",40000,B,60,4.0,0.0728,0.0728,3786
0852,Regular,5,Madeira,"100,000 - 350,000","100,000 - 350,000",15000,B-,36,4.0,0.0731,0.0731,2689
0853,Pago,5,Alentejo,"100,000 - 350,000","100,000 - 350,000",10000,B-,3,3.0,0.0605,0.0605,2993
0854,Regular,1,Beira Litoral,"<100,000","<100,000",20000,S,36,4.0,0.07,0.07,2586
0855,Regular,25,Estremadura e Ribatejo,"500,000-1,500,000","500,000-1,500,000",15000,C+,36,4.0,0.08560000000000001,0.08560000000000001,3291
0856,Regular,5,Beira Litoral,"<100,000","<100,000",5000,C+,24,4.0,0.0834,0.0834,2546
0857,Regular,4,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,C+,36,4.0,0.08560000000000001,0.08560000000000001,3560
0858,Regular,1,Minho e Douro Litoral,"<100,000","<100,000",15000,S,24,4.0,0.06,0.06,3299
0859,Regular,2,Beira Litoral,"<100,000","<100,000",5000,S,36,4.0,0.08,0.08,2508
0860,Regular,2,Minho e Douro Litoral,"<100,000","<100,000",10000,S,36,4.0,0.08,0.08,2951
0861,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",30000,B+,60,4.0,0.06280000000000001,0.06280000000000001,4287
0862,Regular,13,Minho e Douro Litoral,"100,000 - 350,000","<100,000",5000,A,24,4.0,0.0408,0.0408,2522
0863,Regular,4,Minho e Douro Litoral,"100,000 - 350,000","<100,000",20000,B-,36,4.0,0.0731,0.0731,3182
0864,Regular,25,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",25000,B,36,4.0,0.06309999999999999,0.06309999999999999,2712
0865,Regular,11,Alentejo,"100,000 - 350,000","100,000 - 350,000",30000,B+,60,4.0,0.06280000000000001,0.06280000000000001,3620
0866,Regular,12,Estremadura e Ribatejo,"<100,000","500,000-1,500,000",15000,A,48,3.0,0.0479,0.0479,2579
0867,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",10000,C+,36,3.0,0.08560000000000001,0.08560000000000001,2679
0868,Regular,6,Estremadura e Ribatejo,"<100,000","<100,000",20000,B-,36,3.0,0.0731,0.0731,3645
0869,Regular,4,Beira Interior,"<100,000","<100,000",10000,B-,48,3.0,0.0779,0.0779,3087
0870,Regular,30,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",15000,B-,36,3.0,0.0731,0.0731,2521
0871,Regular,10,Estremadura e Ribatejo,"350,000-500,000","350,000-500,000",25000,B+,36,3.0,0.053099999999999994,0.053099999999999994,2963
0872,Regular,26,Minho e Douro Litoral,"500,000-1,500,000","500,000-1,500,000",50000,B,60,3.0,0.0728,0.0728,3294
0873,Regular,12,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",30000,B+,48,3.0,0.0579,0.0579,2720
0874,Regular,24,Beira Litoral,"500,000-1,500,000","500,000-1,500,000",15000,B-,36,3.0,0.0731,0.0731,3422
0875,Regular,6,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",21000,B+,60,3.0,0.06280000000000001,0.06280000000000001,2665
0876,Regular,5,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",25000,C+,36,3.0,0.08560000000000001,0.08560000000000001,2398
0877,Regular,6,Lisboa,">=1,500,000",">=1,500,000",150000,B+,12,3.0,0.0406,0.0406,4080
0878,Regular,2,Minho e Douro Litoral,"<100,000","<100,000",5000,C+,36,3.0,0.08560000000000001,0.08560000000000001,2409
0879,Regular,2,Lisboa,"<100,000","<100,000",25000,S,36,3.0,0.08560000000000001,0.08560000000000001,2551
0880,Regular,4,Minho e Douro Litoral,"100,000 - 350,000","<100,000",25000,B-,36,3.0,0.0731,0.0731,2749
0881,Regular,11,Madeira,"350,000-500,000","100,000 - 350,000",25000,B,60,3.0,0.0728,0.0728,2663
0882,Regular,7,Lisboa,"<100,000","<100,000",40000,B,48,3.0,0.0679,0.0679,3227
0883,Regular,20,Beira Litoral,"350,000-500,000","100,000 - 350,000",20000,C+,48,3.0,0.0904,0.0904,3982
0884,Regular,11,Minho e Douro Litoral,"<100,000","<100,000",6000,B-,36,3.0,0.0731,0.0731,2506
0885,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","<100,000",15000,B+,36,3.0,0.053099999999999994,0.053099999999999994,3129
0886,Regular,15,Lisboa,"500,000-1,500,000","500,000-1,500,000",50000,B,36,3.0,0.06309999999999999,0.06309999999999999,4452
0887,Regular,3,Estremadura e Ribatejo,"<100,000","100,000 - 350,000",15000,B-,48,3.0,0.0779,0.0779,3336
0888,Regular,21,Minho e Douro Litoral,"500,000-1,500,000","500,000-1,500,000",20000,B+,36,3.0,0.053099999999999994,0.053099999999999994,2674
0889,Regular,5,Beira Litoral,"500,000-1,500,000","350,000-500,000",25000,B+,48,3.0,0.0579,0.0579,2956
0890,Regular,17,Trás os Montes e Alto Douro,"<100,000","<100,000",12500,C+,36,3.0,0.08560000000000001,0.08560000000000001,2562
0891,Regular,35,Beira Litoral,">=1,500,000",">=1,500,000",40000,B,48,3.0,0.0679,0.0679,3708
0892,Regular,6,Lisboa,"500,000-1,500,000","350,000-500,000",20000,A,36,3.0,0.0431,0.0431,2876
0893,Pago,5,Alentejo,"100,000 - 350,000","100,000 - 350,000",9000,B-,3,3.0,0.0605,0.0605,1275
0894,Regular,3,Beira Litoral,"100,000 - 350,000","<100,000",10000,B,18,3.0,0.0557,0.0557,2351
0895,Regular,4,Beira Litoral,"<100,000","<100,000",15000,B-,36,3.0,0.0731,0.0731,2679
0896,Regular,3,Minho e Douro Litoral,"500,000-1,500,000","100,000 - 350,000",15000,B-,24,3.0,0.0708,0.0708,2655
0897,Regular,26,Beira Interior,"350,000-500,000","500,000-1,500,000",10000,B-,48,3.0,0.0779,0.0779,2127
0898,Regular,16,Lisboa,"350,000-500,000","350,000-500,000",25000,B,36,3.0,0.06309999999999999,0.06309999999999999,2438
0899,Regular,8,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",50000,A,60,2.0,0.0528,0.0528,3010
0900,Regular,7,Minho e Douro Litoral,"<100,000","<100,000",15000,B,48,2.0,0.0679,0.0679,2425
0901,Regular,17,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",20000,B-,36,2.0,0.0731,0.0731,2840
0902,Regular,26,Estremadura e Ribatejo,"100,000 - 350,000","500,000-1,500,000",30000,A,36,2.0,0.0431,0.0431,1868
0903,Regular,13,Trás os Montes e Alto Douro,"350,000-500,000","100,000 - 350,000",50000,B-,36,2.0,0.0731,0.0731,3057
0904,Regular,4,Algarve,"100,000 - 350,000","100,000 - 350,000",6000,B+,36,2.0,0.053099999999999994,0.053099999999999994,2076
0905,Regular,12,Estremadura e Ribatejo,"500,000-1,500,000","500,000-1,500,000",25000,B,36,2.0,0.06309999999999999,0.06309999999999999,2317
0906,Regular,17,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",12500,B-,48,2.0,0.0779,0.0779,2503
0907,Regular,10,Estremadura e Ribatejo,"<100,000","<100,000",20000,B,36,2.0,0.06309999999999999,0.06309999999999999,2220
0908,Regular,21,Beira Litoral,"100,000 - 350,000","100,000 - 350,000",30000,A,60,2.0,0.0528,0.0528,1811
0909,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","<100,000",25000,B+,24,2.0,0.0509,0.0509,2951
0910,Regular,3,Estremadura e Ribatejo,"<100,000","<100,000",15000,B,36,2.0,0.06309999999999999,0.06309999999999999,1688
0911,Regular,8,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,B,36,2.0,0.06309999999999999,0.06309999999999999,1633
0912,Regular,6,Lisboa,"500,000-1,500,000","350,000-500,000",15000,A,18,2.0,0.035699999999999996,0.035699999999999996,2552
0913,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","<100,000",15000,B-,24,2.0,0.0708,0.0708,3825
0914,Regular,4,Alentejo,"<100,000","<100,000",15000,B,36,2.0,0.06309999999999999,0.06309999999999999,3545
0915,Regular,26,Minho e Douro Litoral,"100,000 - 350,000","500,000-1,500,000",10000,C+,36,2.0,0.08560000000000001,0.08560000000000001,1550
0916,Regular,6,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",15000,B-,36,2.0,0.0731,0.0731,1584
0917,Regular,24,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",10000,B-,36,2.0,0.0731,0.0731,2833
0918,Regular,3,Estremadura e Ribatejo,"350,000-500,000","<100,000",15000,B,36,2.0,0.06309999999999999,0.06309999999999999,4314
0919,Regular,11,Estremadura e Ribatejo,"<100,000","<100,000",10000,B-,36,2.0,0.0731,0.0731,2703
0920,Regular,7,Minho e Douro Litoral,"<100,000","<100,000",25000,B,60,2.0,0.0728,0.0728,3598
0921,Regular,38,Beira Litoral,"<100,000","100,000 - 350,000",15000,B,36,2.0,0.06309999999999999,0.06309999999999999,2864
0922,Regular,9,Estremadura e Ribatejo,"100,000 - 350,000","500,000-1,500,000",25000,B-,36,2.0,0.0731,0.0731,3039
0923,Regular,11,Estremadura e Ribatejo,"500,000-1,500,000","500,000-1,500,000",100000,B+,48,2.0,0.0579,0.0579,4168
0924,Regular,8,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",15000,B-,36,2.0,0.0731,0.0731,1725
0925,Regular,9,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",15000,C+,36,2.0,0.08560000000000001,0.08560000000000001,2569
0926,Regular,7,Minho e Douro Litoral,"100,000 - 350,000","350,000-500,000",40000,B,48,2.0,0.0679,0.0679,4067
0927,Regular,3,Estremadura e Ribatejo,"350,000-500,000","100,000 - 350,000",25000,B,36,2.0,0.06309999999999999,0.06309999999999999,3769
0928,Regular,5,Alentejo,"100,000 - 350,000","100,000 - 350,000",7500,B-,3,2.0,0.0605,0.0605,1046
0929,Regular,6,Lisboa,"500,000-1,500,000","100,000 - 350,000",110000,B+,36,2.0,0.053099999999999994,0.053099999999999994,3146
0930,Regular,22,Minho e Douro Litoral,"500,000-1,500,000","500,000-1,500,000",25000,B-,48,2.0,0.0779,0.0779,3158
0931,Regular,9,Algarve,"100,000 - 350,000","350,000-500,000",15000,C+,36,2.0,0.08560000000000001,0.08560000000000001,2185
0932,Regular,25,Beira Litoral,"100,000 - 350,000","100,000 - 350,000",15000,B-,36,2.0,0.0731,0.0731,2465
0933,Regular,6,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",10000,B-,36,2.0,0.0731,0.0731,2089
0934,Regular,3,Beira Litoral,"100,000 - 350,000","<100,000",10000,B-,24,2.0,0.0708,0.0708,2126
0935,Regular,9,Minho e Douro Litoral,">=1,500,000","350,000-500,000",30000,B,36,2.0,0.06309999999999999,0.06309999999999999,3640
0936,Regular,6,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",20000,B+,24,2.0,0.0509,0.0509,2300
0937,Regular,3,Estremadura e Ribatejo,"<100,000","<100,000",20000,B,48,2.0,0.0679,0.0679,2313
0938,Regular,13,Minho e Douro Litoral,"<100,000","<100,000",15000,B-,36,2.0,0.0731,0.0731,2225
0939,Regular,6,Beira Litoral,"500,000-1,500,000","100,000 - 350,000",75000,B+,48,2.0,0.0579,0.0579,2959
0940,Regular,4,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",25000,B+,36,2.0,0.053099999999999994,0.053099999999999994,3265
0941,Regular,31,Alentejo,"100,000 - 350,000","100,000 - 350,000",10000,C+,36,2.0,0.08560000000000001,0.08560000000000001,2394
0942,Regular,12,Minho e Douro Litoral,"350,000-500,000","350,000-500,000",25000,B-,12,2.0,0.0605,0.0605,2541
0943,Regular,3,Beira Litoral,"<100,000","<100,000",10000,S,36,1.0,0.1,0.1,2118
0944,Regular,34,Estremadura e Ribatejo,"<100,000","<100,000",20000,A,60,1.0,0.0528,0.0528,2894
0945,Regular,5,Lisboa,"<100,000","<100,000",10000,C+,36,1.0,0.08560000000000001,0.08560000000000001,2882
0946,Regular,12,Estremadura e Ribatejo,"350,000-500,000","350,000-500,000",25000,B-,36,1.0,0.0731,0.0731,2247
0947,Regular,3,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",10000,B+,24,1.0,0.0509,0.0509,2145
0948,Regular,17,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",15000,B+,24,1.0,0.0509,0.0509,2191
0949,Regular,11,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",25000,B-,48,1.0,0.0779,0.0779,2322
0950,Regular,9,Madeira,"500,000-1,500,000","100,000 - 350,000",80000,B+,60,1.0,0.06280000000000001,0.06280000000000001,2710
0951,Regular,21,Estremadura e Ribatejo,"<100,000","<100,000",5000,B-,24,1.0,0.0708,0.0708,1933
0952,Regular,24,Minho e Douro Litoral,"350,000-500,000","500,000-1,500,000",25000,B-,48,1.0,0.0779,0.0779,2378
0953,Regular,20,Estremadura e Ribatejo,"500,000-1,500,000","500,000-1,500,000",20000,B-,24,1.0,0.0708,0.0708,2131
0954,Regular,6,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",10000,C+,36,1.0,0.08560000000000001,0.08560000000000001,1956
0955,Regular,8,Lisboa,"100,000 - 350,000","500,000-1,500,000",50000,B+,48,1.0,0.0579,0.0579,3200
0956,Regular,3,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",10000,B-,36,1.0,0.0731,0.0731,2013
0957,Regular,3,Algarve,"100,000 - 350,000","<100,000",30000,B,48,1.0,0.0679,0.0679,2243
0958,Regular,2,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,C+,36,1.0,0.08560000000000001,0.08560000000000001,2252
0959,Regular,9,Lisboa,"500,000-1,500,000","350,000-500,000",100000,A,60,1.0,0.0528,0.0528,3327
0960,Regular,10,Estremadura e Ribatejo,"500,000-1,500,000",">=1,500,000",150000,PME,48,1.0,0.03,0.03,4365
0961,Regular,5,Minho e Douro Litoral,"<100,000","<100,000",10000,B-,36,1.0,0.0731,0.0731,2158
0962,Regular,10,Algarve,"500,000-1,500,000",">=1,500,000",50000,B+,36,1.0,0.053099999999999994,0.053099999999999994,2567
0963,Regular,29,Minho e Douro Litoral,"100,000 - 350,000","350,000-500,000",45000,B+,36,1.0,0.053099999999999994,0.053099999999999994,2018
0964,Regular,12,Beira Litoral,"<100,000","<100,000",10000,B+,48,1.0,0.0579,0.0579,2439
0965,Regular,1,Algarve,"<100,000","<100,000",30000,S,36,1.0,0.1,0.1,2874
0966,Regular,10,Lisboa,"100,000 - 350,000","<100,000",10000,C,36,1.0,0.0981,0.0981,1909
0967,Regular,3,Estremadura e Ribatejo,"350,000-500,000","100,000 - 350,000",15000,B-,36,1.0,0.0731,0.0731,2641
0968,Regular,5,Alentejo,"100,000 - 350,000","100,000 - 350,000",7500,B-,3,1.0,0.0605,0.0605,1346
